id,y
1,78.25476076200937
2,95.12656003429501
3,77.00484777316912
4,78.25476076200937
5,112.09113688190709
8,93.25653073610965
10,113.3926399324406
11,94.22447491224399
12,117.10495214090687
14,94.1622573957039
15,117.10495214090687
16,104.0283533450779
17,94.708167715482
19,94.22447491224399
20,104.0283533450779
21,94.708167715482
22,117.10495214090687
23,94.708167715482
26,95.12656003429501
28,93.36788940340178
29,94.708167715482
33,94.708167715482
35,94.09667607794046
41,94.708167715482
42,94.708167715482
43,117.10495214090687
45,102.08707367640643
46,104.0283533450779
51,94.22447491224399
53,77.00484777316912
55,112.09113688190709
56,94.08232271480912
57,104.22457622859213
58,93.86350602750753
59,101.83026343510504
63,112.11665499445435
64,93.55109274921215
65,104.0283533450779
69,93.86350602750753
71,95.12656003429501
72,104.0283533450779
73,94.22447491224399
76,101.83026343510504
77,102.85238208785283
78,117.10495214090687
82,94.22447491224399
83,104.0283533450779
84,94.22447491224399
85,104.0283533450779
87,114.07294109259249
88,94.708167715482
89,113.3926399324406
91,94.09667607794046
93,94.08232271480912
94,104.36730604463173
95,95.12656003429501
96,113.62662402467731
97,93.25653073610965
98,112.09113688190709
99,94.09667607794046
101,104.0283533450779
103,113.3926399324406
104,93.55459151162424
105,112.11665499445435
110,93.86350602750753
111,114.07294109259249
113,113.62662402467731
114,94.708167715482
115,122.31018452380951
117,113.3926399324406
120,92.78538399588042
121,112.09113688190709
122,94.708167715482
123,113.62662402467731
126,113.62662402467731
132,111.36425
135,105.44807758950125
137,104.0283533450779
138,93.55109274921215
140,94.08232271480912
142,112.92103827774565
144,113.62662402467731
148,91.41397672780437
149,113.62662402467731
155,94.708167715482
156,113.62662402467731
157,93.25653073610965
162,112.09113688190709
163,94.08232271480912
167,94.708167715482
172,117.10495214090687
179,113.62662402467731
180,94.708167715482
181,112.11665499445435
182,94.1622573957039
183,113.3926399324406
185,113.3926399324406
187,109.34843930905694
188,94.22447491224399
189,94.22447491224399
191,93.55459151162424
192,114.24752695735637
193,93.55109274921215
194,112.11665499445435
195,93.55459151162424
196,113.3926399324406
198,95.12656003429501
199,113.62662402467731
201,104.0283533450779
204,93.55109274921215
205,104.0283533450779
206,93.55109274921215
210,94.22447491224399
211,104.0283533450779
216,113.62662402467731
219,117.10495214090687
220,93.55459151162424
221,112.11665499445435
226,112.11665499445435
227,92.66664503520596
228,113.62662402467731
230,114.07294109259249
231,93.25653073610965
235,117.10495214090687
236,94.09667607794046
238,114.07294109259249
242,104.22457622859213
243,94.09667607794046
244,78.19856514362829
245,111.89819897935399
247,112.00334361894981
248,93.25653073610965
249,94.708167715482
250,112.09113688190709
251,94.09667607794046
253,117.10495214090687
254,93.36788940340178
256,95.12656003429501
257,93.25653073610965
258,114.07294109259249
259,94.09667607794046
262,78.25476076200937
266,94.708167715482
267,112.09113688190709
272,104.0283533450779
273,113.3926399324406
275,94.708167715482
276,113.62662402467731
279,94.1622573957039
280,104.0283533450779
283,93.25653073610965
285,113.62662402467731
288,113.3926399324406
289,93.55109274921215
290,104.0283533450779
291,94.22447491224399
292,112.27114921151467
293,112.27114921151467
296,94.708167715482
