id,y
1,98.8236782126574
2,98.8236782126574
3,98.8236782126574
4,98.8236782126574
5,98.8236782126574
8,98.8236782126574
10,98.82367821265294
11,98.8236918672163
12,98.82367821294022
14,98.82386387122546
15,98.8236782126574
16,98.82367821074698
17,98.82367974309622
19,98.82367821258576
20,98.82367821291925
21,98.82367939268428
22,98.82367821258576
23,98.82365231482078
26,98.82367821265737
28,98.8236782126604
29,98.8236782126574
33,98.8236782126575
35,98.82367821265741
41,98.8236782126574
42,98.8236782126574
43,98.8236782126574
45,98.8236605683228
46,98.82367925478002
51,98.82367821248972
53,98.8236782126574
55,98.82367820740296
56,98.8236782126574
57,98.8236782126574
58,98.8236782126574
59,98.82367400588356
63,98.8236782084757
64,98.8236605683228
65,98.8236782126574
69,98.82367820740296
71,98.8236782126585
72,98.82367807150953
73,98.82368499385174
76,98.82367821719876
77,98.8236782126574
78,98.8236782133327
82,98.8236782126574
83,98.82333999346848
84,98.8236782126574
85,98.8236782126574
87,98.82217298194387
88,98.82367821265754
89,98.82367821258576
91,98.8236782126574
93,98.8236782126574
94,98.82367873744339
95,98.8236782126574
96,98.82367816076832
97,98.8236782126574
98,98.82367821265747
99,98.82537719296931
101,98.82367821257502
103,98.8236782126574
104,98.82367821301048
105,98.8236782125892
110,98.82367821379931
111,98.8236782126574
113,98.82369115521126
114,98.8236782126574
115,98.8236782126574
117,98.82365849271002
120,98.8236782126574
121,98.82365560467464
122,98.82367821265747
123,98.8236782126574
126,98.8236782126574
132,98.8236782154077
135,98.82373618174846
137,98.82367821379931
138,98.82367821362847
140,98.82367821258576
142,98.8236782126574
144,98.82367422426152
148,98.82367974513424
149,98.82367664536655
155,98.8236782126574
156,98.8236782126574
157,98.82367821265738
162,98.82367821265773
163,98.82367821287232
167,98.82367821265771
172,98.8236782126574
179,98.82367821265616
180,98.82367819876401
181,98.82367821265737
182,98.82367821265743
183,98.8236782126574
185,98.82367821348812
187,98.82367821265741
188,98.8236782126574
189,98.82367821265741
191,98.82367821266058
192,98.8236782126574
193,98.82367821361261
194,98.82367821267968
195,98.82367821265743
196,98.8236782126574
198,98.8236782126574
199,98.82367737933009
201,98.82367820385856
204,98.8236782126574
205,98.82367821265747
206,98.82367821263074
210,98.82363388433359
211,98.82367821265916
216,98.82367821265781
219,98.8236782126574
220,98.8236782126574
221,98.82367762525178
226,98.82365642527203
227,98.82366256660333
228,98.82367821265723
230,98.82369145851939
231,98.82367821265741
235,98.8236782126574
236,98.8236782126574
238,98.82367485366112
242,98.8236782126574
243,98.8236782126576
244,98.82367821265817
245,98.8236782126574
247,98.82367821258576
248,98.82369556589767
249,98.8236782126574
250,98.8236782126574
251,98.8236782137081
253,98.82367816013962
254,98.8236782126574
256,98.8236782126574
257,98.82367511168852
258,98.82367821316133
259,98.82367821265743
262,98.82372865968009
266,98.8236782126574
267,98.82367820415848
272,98.82367821265743
273,98.8236782126574
275,98.82367821265743
276,98.8236782126574
279,98.82367821265741
280,98.82367821272058
283,98.8236782126672
285,98.82367821264629
288,98.82367821266506
289,98.82367822079615
290,98.82377223801471
291,98.82367793133982
292,98.8236782126574
293,98.82367821265275
296,98.82367821265743
297,98.82367821600707
298,98.82367829925266
299,98.82367382122735
304,98.82367821273152
305,98.8236782126574
306,98.82367821276499
307,98.82367821103185
311,98.8236782126574
313,98.82367821265606
314,98.82367821266298
316,98.82367821303404
324,98.82316969959419
327,98.82367860685537
329,98.8236782126574
330,98.8236782126574
337,98.8236782126574
338,98.8236782126574
339,98.82367427046522
340,98.8236782126574
343,98.8236782126574
345,98.82367820171233
346,98.8236782126574
347,98.82367824390253
349,98.8236782126574
350,98.82367821265761
352,98.82367821258914
353,98.8236782126574
354,98.82366779976249
357,98.82367821265952
358,98.82367821155809
362,98.8236782126574
364,98.82367821264717
365,98.8236782126574
366,98.8236782126574
367,98.82367918427225
368,98.82367821265743
370,98.8236782126574
373,98.82367821265606
377,98.82367634581185
378,98.82367827489293
382,98.8236782126574
384,98.82367851389193
390,98.82367821265662
392,98.82367821265849
393,98.8236782126574
395,98.82367821265952
396,98.82367578250945
399,98.82367799508849
406,98.8236782126574
408,98.82367821258914
409,98.82238947061403
410,98.8236782126574
412,98.82367976808544
413,98.8236782126574
419,98.82367820550627
420,98.82367821389026
421,98.82368374400264
430,98.8236782132146
434,98.82367821265757
436,98.82367821440702
437,98.8236782126574
438,98.82369071635068
439,98.82367821265026
440,98.82367511168852
443,98.82367821262937
446,98.8236782126574
448,98.82367821279333
452,98.82367821474968
453,98.8236782126573
457,98.82367821265952
458,98.82367821267435
459,98.82368024940783
460,98.82367822999936
462,98.8236782126574
464,98.82367821261778
465,98.82368948883187
467,98.8236782126574
471,98.8236782126574
472,98.8236782126574
473,98.82683595849763
475,98.80309050976497
480,98.82367821265741
488,98.8236782126574
490,98.8236782126574
491,98.82372253161651
492,98.8237462842436
493,98.82367821265741
497,98.82367821265821
498,98.82372771507072
499,98.82367821265757
500,98.823678582916
501,98.82367821265582
502,98.8236782126574
506,98.82367821246426
510,98.8236782126574
511,98.8236782126574
512,98.82405620170036
516,98.8236782126574
518,98.82367821410264
519,98.8236782126574
521,98.82367787224929
522,98.8236782126574
526,98.8236782126574
529,98.8236782126574
532,98.82238947061403
533,98.82367841244141
536,98.8236782126574
537,98.82367820214056
539,98.82367821265773
540,98.8236782126574
541,98.82363073369771
543,98.8236782126574
546,98.8236782126574
547,98.82367821266527
548,98.8237413938639
551,98.82367821745434
552,98.8236782126574
556,98.8236782126574
557,98.82367821265952
558,98.8236782126574
559,98.82367821265738
560,98.8236782126574
562,98.82367874040268
566,98.8236782126574
570,98.8236782126574
571,98.82367820876956
572,98.82369762775238
573,98.8236782126574
575,98.82368490276414
576,98.8236782126574
577,98.82367821265741
579,98.82367826190078
580,98.82367822275816
581,98.8231875303719
589,98.8236782126574
591,98.82367821031816
593,98.8236782126574
594,98.82367821265738
595,98.82368015140476
598,98.82367821272105
602,98.8236781116539
604,98.8236782126574
606,98.8236782126574
608,98.82367821267755
609,98.8236784280489
610,98.82367821265761
616,98.8236782126574
617,98.82367827489293
618,98.82367821265672
620,98.82367821265774
622,98.82367739333415
623,98.8236781463133
624,98.8236782126574
626,98.82367861102881
628,98.82367821265743
629,98.8236782232405
630,98.82367821265882
637,98.82222007862055
638,98.8236782126574
643,98.82367826569516
645,98.82367950579363
646,98.82367821265996
648,98.8236782126574
652,98.8236782126574
653,98.82367821265744
654,98.82367821300537
656,98.82367821265699
657,98.8236782126574
659,98.8236621477158
660,98.82367822201915
663,98.8236782126574
664,98.8236782126574
666,98.8236782121633
668,98.8236782126574
669,98.8236782126434
671,98.8236782126574
675,98.82367821265794
677,98.7974325056648
678,98.8236782126829
679,98.82368029643531
682,98.81904253695957
685,98.82367821140538
687,98.82367821389417
688,98.81837331643086
693,98.8236782126556
696,98.8236782126574
698,98.82368649464973
701,98.82367821267485
704,98.82372938870124
705,98.8236782126574
709,98.82367821267485
710,98.82367821269595
711,98.8236782126574
712,98.82366015276548
714,98.82367821339868
715,98.82367821440832
716,98.8227036105756
717,98.82367821266241
720,98.82367821265875
721,98.82367134564139
724,98.82367924656732
725,98.8236782126574
726,98.82482220428112
728,98.82367821265743
731,98.82372938870124
734,98.82367821265754
738,98.8236782126574
745,98.82367954942983
746,98.8236782126574
751,98.82367821265657
754,98.82367821265854
756,98.82367821267485
758,98.82367821265774
759,98.82367821265517
761,98.8236782126574
766,98.8237731193168
767,98.82519205932033
768,98.82367823155263
769,98.82367821261404
770,98.82367821264599
771,98.82367821902228
772,98.8236782126574
773,98.82367821273363
774,98.82367821283522
776,98.82367898768533
777,98.82367821259749
780,98.82367821265854
782,98.82367715041279
787,98.82367821265761
788,98.82367822624154
792,98.8236782126575
793,98.8236782126574
798,98.82367243830934
800,98.82367821265741
806,98.82367809345196
809,98.82367821266594
811,98.82369665141911
812,98.82378803267616
814,98.8236782126574
816,98.82367821265743
817,98.82367821265635
818,98.82367820445283
820,98.8236782126574
823,98.82367821261332
829,98.82335902636515
830,98.8231543341209
